n_assets,n_tests,n_nominal_p_le_05,expected_nominal_p_le_05,n_bh_significant,n_bonferroni_significant,bonferroni_threshold,ks_stat_uniform,ks_pvalue_uniform,min_p_value,n_random_baselines_in_top10
47,322,13,16.1,0,0,0.00015527950310559007,0.114,0.0004,0.0013997200559888,2
