measure,agent,display,n_trades,actual_cumulative_return,mean_simulated_return,p_value,percentile,RCSI,RCSI_z,verdict,bh_adjusted_p_value
baseline,trend_pullback,Trend + Pullback,77,0.08318707028618569,0.44740450548026695,0.8700259948010398,13.017396520695861,-0.36421743519408123,-1.0315059362396546,Below null median,0.8700259948010398
baseline,breakout_volume_momentum,Breakout + Volume + Momentum,46,0.29672197244517656,0.14032715779330132,0.1757648470305939,82.44351129774046,0.15639481465187524,0.9078918311237913,Weak,0.4833533293341332
baseline,mean_reversion_vol_filter,Mean Reversion + Volatility Filter,13,-0.00965260771574888,0.02159042941814687,0.6624675064987002,33.77324535092981,-0.03124303713389575,-0.43986602479272185,Below null median,0.7812837432513497
baseline,trend_momentum_verification,Validation Strategy (Adaptive Volatility Momentum),35,0.21874384341957584,0.15813680542778374,0.3447310537892421,65.54689062187562,0.060607037991792095,0.3185636405923986,Random / luck,0.5417202273830948
baseline,adx_trend_following,ADX Trend Following,110,0.803220296679297,0.4136914828897478,0.14137172565486902,85.88282343531294,0.3895288137895492,1.076303939927458,Weak,0.4833533293341332
baseline,uptrend_oversold_reversion,Uptrend Oversold Reversion,30,0.08217401006184413,0.049389665003680486,0.34093181363727254,65.92681463707258,0.03278434505816365,0.3476960775011284,Random / luck,0.5417202273830948
baseline,volatility_squeeze_breakout,Volatility Squeeze Breakout,4,0.06486324257181232,0.010028115983274933,0.05338932213557288,94.68106378724255,0.05483512658853739,1.5049750470754948,Weak,0.4833533293341332
baseline,connors_rsi2_pullback,Connors RSI(2) Pullback,41,0.11836425517030107,0.02513447201748982,0.14277144571085784,85.74285142971407,0.09322978315281125,1.0709521032669571,Weak,0.4833533293341332
baseline,donchian_trend_reentry,Donchian Trend Reentry,60,0.07127365693101781,0.16350642057063838,0.646870625874825,35.332933413317335,-0.09223276363962057,-0.4588559573319614,Below null median,0.7812837432513497
baseline,turn_of_month_seasonality,Turn-of-Month Seasonality,141,0.32293443387976867,0.17779564454944172,0.23355328934213157,76.66466706658667,0.14513878933032695,0.6452516813910345,Random / luck,0.5138172365526895
baseline,random,Random Baseline,215,0.6010568562392364,1.0418531655433505,0.710257948410318,28.994201159768046,-0.44079630930411406,-0.6446380482453019,Below null median,0.7812837432513497
