measure,agent,display,n_trades,actual_cumulative_return,mean_simulated_return,p_value,percentile,RCSI,RCSI_z,verdict,bh_adjusted_p_value
leading_gap_200,trend_pullback,Trend + Pullback,77,0.08318707028618569,0.5151364810855843,0.9104179164167167,8.978204359128174,-0.43194941079939864,-1.2141306699900838,Below null median,0.9104179164167167
leading_gap_200,breakout_volume_momentum,Breakout + Volume + Momentum,46,0.29672197244517656,0.11736702282532584,0.1279744051189762,87.22255548890222,0.1793549496198507,1.14457455142031,Weak,0.42561487702459505
leading_gap_200,mean_reversion_vol_filter,Mean Reversion + Volatility Filter,13,-0.00965260771574888,0.021061940458048052,0.667866426714657,33.23335332933413,-0.030714548173796933,-0.42878258850879547,Below null median,0.7839232153569287
leading_gap_200,trend_momentum_verification,Validation Strategy (Adaptive Volatility Momentum),35,0.21874384341957584,0.13677266975363186,0.3031393721255749,69.70605878824236,0.08197117366594397,0.4649863889974063,Random / luck,0.5865493567953076
leading_gap_200,adx_trend_following,ADX Trend Following,110,0.803220296679297,0.27158217035098703,0.054989002199560086,94.52109578084384,0.5316381263283099,1.736037258055424,Weak,0.42561487702459505
leading_gap_200,uptrend_oversold_reversion,Uptrend Oversold Reversion,30,0.08217401006184413,0.05709053499628713,0.3827234553089382,61.74765046990602,0.025083475065557005,0.2632314607405742,Random / luck,0.6014225726283315
leading_gap_200,volatility_squeeze_breakout,Volatility Squeeze Breakout,4,0.06486324257181232,0.012049748108818628,0.09958008398320337,90.0619876024795,0.052813494462993694,1.1893718967046363,Weak,0.42561487702459505
leading_gap_200,connors_rsi2_pullback,Connors RSI(2) Pullback,41,0.11836425517030107,0.027811921733878045,0.15476904619076184,84.54309138172366,0.09055233343642302,1.009447694368815,Weak,0.42561487702459505
leading_gap_200,donchian_trend_reentry,Donchian Trend Reentry,60,0.07127365693101781,0.17422424562934385,0.6706658668266346,32.95340931813637,-0.10295058869832605,-0.4982411909906119,Below null median,0.7839232153569287
leading_gap_200,turn_of_month_seasonality,Turn-of-Month Seasonality,141,0.32293443387976867,0.23568969732293443,0.3199360127974405,68.0263947210558,0.08724473655683423,0.36739760249475517,Random / luck,0.5865493567953076
leading_gap_200,random,Random Baseline,215,0.6010568562392364,1.0358912266920424,0.7126574685062987,28.754249150169965,-0.43483437045280593,-0.6278144094445982,Below null median,0.7839232153569287
