alpha,seed,actual,mean_sim,p_value,percentile,RCSI,RCSI_z,verdict,n_sim
0.0,0,0.017601957860210946,0.006375846960595464,0.10937812437512498,89.08218356328734,0.01122611089961548,1.211503470061894,Weak,5000
0.0,1,0.022159085963324894,0.007282323713781454,0.05858828234353129,94.16116776644671,0.01487676224954344,1.5737920403815444,Weak,5000
0.0,2,3.9603436099377984e-05,0.007138818508066112,0.7826434713057389,21.755648870225954,-0.007099215071966734,-0.7684843609205436,Below null median,5000
0.0,3,0.007924819377296888,0.007328852629813038,0.47310537892421517,52.70945810837833,0.0005959667474838498,0.06496591478025525,Random / luck,5000
0.0,4,0.0034571910165375965,0.006418223977984727,0.6318736252749451,36.832633473305336,-0.0029610329614471304,-0.32901648243398607,Random / luck,5000
0.0,5,0.02060489552354619,0.007346185699975851,0.07558488302339532,92.46150769846031,0.01325870982357034,1.4288822110646338,Weak,5000
0.0,6,0.015930266175605043,0.006828650364992093,0.15796840631873627,84.22315536892621,0.009101615810612949,0.9882674405820141,Weak,5000
0.0,7,0.014490510309458885,0.007221247464760083,0.20975804839032194,79.04419116176766,0.0072692628446988025,0.7814312944164901,Random / luck,5000
0.0,8,0.008826464710814073,0.007288359732396775,0.4305138972205559,56.96860627874425,0.0015381049784172988,0.16626844592455253,Random / luck,5000
0.0,9,0.016986870490075873,0.007519567505574676,0.15216956608678264,84.80303939212158,0.009467302984501196,1.0174281236408582,Weak,5000
0.0,10,0.00509110311955096,0.0075197372851345395,0.6014797040591882,39.87202559488102,-0.0024286341655835797,-0.2547075864142184,Random / luck,5000
0.0,11,0.015091614201006864,0.006677576229309559,0.1807638472305539,81.94361127774445,0.008414037971697305,0.9096801079687907,Weak,5000
0.0,12,0.0025926158732084044,0.005996526469264431,0.6452709458108379,35.492901419716055,-0.003403910596056027,-0.3661969438398339,Random / luck,5000
0.0,13,0.026331220370354683,0.00721649502704568,0.020795840831833633,97.94041191761647,0.019114725343309005,2.0407101188280836,Strong,5000
0.0,14,0.010635445908803673,0.00651190599991679,0.33253349330133974,66.76664667066586,0.004123539908886883,0.4506937080892003,Random / luck,5000
0.0,15,0.01997264308377659,0.007007310028744577,0.07718456308738253,92.30153969206158,0.012965333055032014,1.4106576001582845,Weak,5000
0.0,16,0.009512813129244043,0.006605618119734965,0.3745250949810038,62.56748650269947,0.002907195009509078,0.31502615755995167,Random / luck,5000
0.0,17,0.019961262399945317,0.006742018529423842,0.07858428314337132,92.1615676864627,0.013219243870521475,1.4415253167193325,Weak,5000
0.0,18,0.017713475110208963,0.007277636254986129,0.1251749650069986,87.50249950009999,0.010435838855222833,1.1391604465014813,Weak,5000
0.0,19,0.009551364108284848,0.005872125303312908,0.3375324935012997,66.26674665066986,0.0036792388049719394,0.4004839009857308,Random / luck,5000
0.0,20,0.004286680435895754,0.007481887210926092,0.6360727854429115,36.412717456508695,-0.0031952067750303384,-0.345757526220991,Random / luck,5000
0.0,21,0.015677394199718756,0.007044765344439102,0.17116576684663068,82.90341931613678,0.008632628855279654,0.9334075677250616,Weak,5000
0.0,22,-0.0003104207451593633,0.007626806511042777,0.8062387522495501,19.39612077584483,-0.007937227256202141,-0.8643638401909433,Below null median,5000
0.0,23,0.003538614862761408,0.007608107706294433,0.6638672265546891,33.633273345330934,-0.004069492843533025,-0.43679479426398665,Random / luck,5000
0.0,24,0.0022495720002451464,0.0075627961768844326,0.7268546290741852,27.334533093381324,-0.005313224176639287,-0.5869128072519034,Below null median,5000
0.0,25,0.019147204856666326,0.006890662115307194,0.09418116376724656,90.60187962407518,0.012256542741359133,1.3101756724955034,Weak,5000
0.0,26,-0.0009493064935117172,0.00677353413718447,0.7990401919616077,20.11597680463907,-0.007722840630696187,-0.81829568079542,Below null median,5000
0.0,27,0.02913904446363367,0.007349289049297218,0.009798040391921616,99.04019196160768,0.02178975541433645,2.367837963441545,Strong,5000
0.0,28,-4.936646152168247e-05,0.006861822664678853,0.7728454309138172,22.735452909418115,-0.006911189126200535,-0.750603523813794,Below null median,5000
0.0,29,0.004362347081777359,0.0071562065118142126,0.618876224755049,38.132373525294945,-0.0027938594300368534,-0.30271139872463426,Random / luck,5000
0.0,30,0.004009691843287344,0.007201173749012973,0.6356728654269146,36.45270945810838,-0.0031914819057256294,-0.3425870561053702,Random / luck,5000
0.0,31,0.016299408226749326,0.007252343577417666,0.15996800639872025,84.02319536092782,0.009047064649331658,0.9792420499656185,Weak,5000
0.0,32,0.013002389434763461,0.007744492526527212,0.2917416516696661,70.84583083383323,0.005257896908236249,0.5521778002319896,Random / luck,5000
0.0,33,0.004095627781499026,0.007171258192880529,0.6390721855628875,36.112777444511096,-0.003075630411381503,-0.3262640908741989,Random / luck,5000
0.0,34,-0.005998725096513181,0.006069211629446425,0.9082183563287343,9.198160367926416,-0.012067936725959606,-1.3092217061713882,Below null median,5000
0.0,35,0.003344092862701102,0.008092848224391741,0.6900619876024795,31.013797240551888,-0.00474875536169064,-0.4858269998191012,Random / luck,5000
0.0,36,0.0012675546742004125,0.006750325836576565,0.727254549090182,27.294541091781642,-0.0054827711623761525,-0.5934983463899591,Below null median,5000
0.0,37,-0.00012902390977161557,0.0076243552690526215,0.7880423915216956,21.215756848630274,-0.007753379178824237,-0.808217877459513,Below null median,5000
0.0,38,0.017317975744520046,0.007209085042522698,0.13937212557488501,86.08278344331134,0.010108890701997348,1.0874973682157782,Weak,5000
0.0,39,0.007123619054104931,0.007290523106066681,0.5070985802839432,49.31013797240552,-0.00016690405196174984,-0.018089364724868898,Random / luck,5000
0.0,40,0.007334759556046604,0.006826937451866617,0.48570285942811436,51.449710057988405,0.0005078221041799873,0.05504978620943817,Random / luck,5000
